episode,run_0,run_1
3980,False,False
3981,False,False
3982,False,False
3983,False,False
3984,False,False
3985,False,False
3986,False,False
3987,False,False
3988,False,False
3989,False,False
3990,False,False
3991,False,False
3992,False,False
3993,False,False
3994,False,False
3995,False,False
3996,False,False
3997,False,False
3998,False,False
3999,False,False
4000,False,False
4001,False,False
4002,False,False
4003,False,False
4004,False,False
4005,False,False
4006,False,False
4007,False,False
4008,False,False
4009,False,False
4010,False,False
4011,False,False
4012,False,False
4013,False,False
4014,False,False
4015,False,False
4016,False,False
4017,False,False
4018,False,False
4019,False,False
4020,False,False
4021,False,False
4022,False,False
4023,False,False
4024,False,False
4025,False,False
4026,False,False
4027,False,False
4028,False,False
4029,False,False
4030,False,False
4031,False,False
4032,False,False
4033,False,False
4034,False,False
4035,False,False
4036,False,False
4037,False,False
4038,False,False
4039,False,False
4040,False,False
4041,False,False
4042,False,False
4043,False,False
4044,False,False
4045,False,False
4046,False,False
4047,False,False
4048,False,False
4049,False,False
4050,False,False
4051,False,False
4052,False,False
4053,False,False
4054,False,False
4055,False,False
4056,False,False
4057,False,False
4058,False,False
4059,False,False
4060,False,False
4061,False,False
4062,False,False
4063,False,False
4064,False,False
4065,False,False
4066,False,False
4067,False,False
4068,False,False
4069,False,False
4070,False,False
4071,False,False
4072,False,False
4073,False,False
4074,False,False
4075,False,False
4076,False,False
4077,False,False
4078,False,False
4079,False,False
4080,False,False
4081,False,False
4082,False,False
4083,False,False
4084,False,False
4085,False,False
4086,False,False
4087,False,False
4088,False,False
4089,False,False
4090,False,False
4091,False,False
4092,False,False
4093,False,False
4094,False,False
4095,False,False
4096,False,False
4097,False,False
4098,False,False
4099,False,False
4100,False,False
4101,False,False
4102,False,False
4103,False,False
4104,False,False
4105,False,False
4106,False,False
4107,False,False
4108,False,False
4109,False,False
4110,False,False
4111,False,False
4112,False,False
4113,False,False
4114,False,False
4115,False,False
4116,False,False
4117,False,False
4118,False,False
4119,False,False
4120,False,False
4121,False,False
4122,False,False
4123,False,False
4124,False,False
4125,False,False
4126,False,False
4127,False,False
4128,False,False
4129,False,False
4130,False,False
4131,False,False
4132,False,False
4133,False,False
4134,False,False
4135,False,False
4136,False,False
4137,False,False
4138,False,False
4139,False,False
4140,False,False
4141,False,False
4142,False,False
4143,False,False
4144,False,False
4145,False,False
4146,False,False
4147,False,False
4148,False,False
4149,False,False
4150,False,False
4151,False,False
4152,False,False
4153,False,False
4154,False,False
4155,False,False
4156,False,False
4157,False,False
4158,False,False
4159,False,False
4160,False,False
4161,False,False
4162,False,False
4163,False,False
4164,False,False
4165,False,False
4166,False,False
4167,False,False
4168,False,False
4169,False,False
4170,False,False
4171,False,False
4172,False,False
4173,False,False
4174,False,False
4175,False,False
4176,False,False
4177,False,False
4178,False,False
4179,False,False
4180,False,False
4181,False,False
4182,False,False
4183,False,False
4184,False,False
4185,False,False
4186,False,False
4187,False,False
4188,False,False
4189,False,False
4190,False,False
4191,False,False
4192,False,False
4193,False,False
4194,False,False
4195,False,False
4196,False,False
4197,False,False
4198,False,False
4199,False,False
4200,False,False
4201,False,False
4202,False,False
4203,False,False
4204,False,False
4205,False,False
4206,False,False
4207,False,False
4208,False,False
4209,False,False
4210,False,False
4211,False,False
4212,False,False
4213,False,False
4214,False,False
4215,False,False
4216,False,False
4217,False,False
4218,False,False
4219,False,False
4220,False,False
4221,False,False
4222,False,False
4223,False,False
4224,False,False
4225,False,False
4226,False,False
4227,False,False
4228,False,False
4229,False,False
4230,False,False
4231,False,False
4232,False,False
4233,False,False
4234,False,False
4235,False,False
4236,False,False
4237,False,False
4238,False,False
4239,False,False
4240,False,False
4241,False,False
4242,False,False
4243,False,False
4244,False,False
4245,False,False
4246,False,False
4247,False,False
4248,False,False
4249,False,False
4250,False,False
4251,False,False
4252,False,False
4253,False,False
4254,False,False
4255,False,False
4256,False,False
4257,False,False
4258,False,False
4259,False,False
4260,False,False
4261,False,False
4262,False,False
4263,False,False
4264,False,False
4265,False,False
4266,False,False
4267,False,False
4268,False,False
4269,False,False
4270,False,False
4271,False,False
4272,False,False
4273,False,False
4274,False,False
4275,False,False
4276,False,False
4277,False,False
4278,False,False
4279,False,False
4280,False,False
4281,False,False
4282,False,False
4283,False,False
4284,False,False
4285,False,False
4286,False,False
4287,False,False
4288,False,False
4289,False,False
4290,False,False
4291,False,False
4292,False,False
4293,False,False
4294,False,False
4295,False,False
4296,False,False
4297,False,False
4298,False,False
4299,False,False
4300,False,False
4301,False,False
4302,False,False
4303,False,False
4304,False,False
4305,False,False
4306,False,False
4307,False,False
4308,False,False
4309,False,False
4310,False,False
4311,False,False
4312,False,False
4313,False,False
4314,False,False
4315,False,False
4316,False,False
4317,False,False
4318,False,False
4319,False,False
4320,False,False
4321,False,False
4322,False,False
4323,False,False
4324,False,False
4325,False,False
4326,False,False
4327,False,False
4328,False,False
4329,False,False
4330,False,False
4331,False,False
4332,False,False
4333,False,False
4334,False,False
4335,False,False
4336,False,False
4337,False,False
4338,False,False
4339,False,False
4340,False,False
4341,False,False
4342,False,False
4343,False,False
4344,False,False
4345,False,False
4346,False,False
4347,False,False
4348,False,False
4349,False,False
4350,False,False
4351,False,False
4352,False,False
4353,False,False
4354,False,False
4355,False,False
4356,False,False
4357,False,False
4358,False,False
4359,False,False
4360,False,False
4361,False,False
4362,False,False
4363,False,False
4364,False,False
4365,False,False
4366,False,False
4367,False,False
4368,False,False
4369,False,False
4370,False,False
4371,False,False
4372,False,False
4373,False,False
4374,False,False
4375,False,False
4376,False,False
4377,False,False
4378,False,False
4379,False,False
4380,False,False
4381,False,False
4382,False,False
4383,False,False
4384,False,False
4385,False,False
4386,False,False
4387,False,False
4388,False,False
4389,False,False
4390,False,False
4391,False,False
4392,False,False
4393,False,False
4394,False,False
4395,False,False
4396,False,False
4397,False,False
4398,False,False
4399,False,False
4400,False,False
4401,False,False
4402,False,False
4403,False,False
4404,False,False
4405,False,False
4406,False,False
4407,False,False
4408,False,False
4409,False,False
4410,False,False
4411,False,False
4412,False,False
4413,False,False
4414,False,False
4415,False,False
4416,False,False
4417,False,False
4418,False,False
4419,False,False
4420,False,False
4421,False,False
4422,False,False
4423,False,False
4424,False,False
4425,False,False
4426,False,False
4427,False,False
4428,True,False
4429,False,False
4430,False,False
4431,False,False
4432,False,False
4433,False,False
4434,False,False
4435,False,False
4436,False,False
4437,False,False
4438,False,False
4439,False,False
4440,False,False
4441,False,False
4442,False,False
4443,False,False
4444,False,False
4445,False,False
4446,False,False
4447,False,False
4448,False,False
4449,False,False
4450,False,False
4451,False,False
4452,False,False
4453,False,False
4454,False,False
4455,False,False
4456,False,False
4457,False,False
4458,False,False
4459,False,False
4460,False,False
4461,False,False
4462,False,False
4463,False,False
4464,False,False
4465,False,False
4466,False,False
4467,False,False
4468,False,False
4469,False,False
4470,False,False
4471,False,False
4472,False,False
4473,False,False
4474,False,False
4475,False,False
4476,False,False
4477,False,False
4478,False,False
4479,False,False
4480,False,False
4481,False,False
4482,False,False
4483,False,False
4484,False,False
4485,False,False
4486,False,False
4487,False,False
4488,False,False
4489,False,False
4490,False,False
4491,False,False
4492,False,False
4493,False,False
4494,False,False
4495,False,False
4496,False,False
4497,False,False
4498,False,False
4499,False,False
4500,False,False
4501,False,False
4502,False,False
4503,False,False
4504,False,False
4505,False,False
4506,False,False
4507,False,False
4508,False,False
4509,False,False
4510,False,False
4511,False,False
4512,False,False
4513,False,False
4514,False,False
4515,False,False
4516,False,False
4517,False,False
4518,False,False
4519,False,False
4520,False,False
4521,False,False
4522,False,False
4523,False,False
4524,False,False
4525,False,False
4526,False,False
4527,False,False
4528,False,False
4529,False,False
4530,False,False
4531,False,False
4532,False,False
4533,False,False
4534,False,False
4535,False,False
4536,False,False
4537,False,False
4538,False,False
4539,False,False
4540,False,False
4541,False,False
4542,False,False
4543,False,False
4544,False,False
4545,False,False
4546,False,False
4547,False,False
4548,False,False
4549,False,False
4550,False,False
4551,False,False
4552,False,False
4553,False,False
4554,False,False
4555,False,False
4556,False,False
4557,False,False
4558,False,False
4559,False,False
4560,False,False
4561,False,False
4562,False,False
4563,False,False
4564,False,False
4565,False,False
4566,False,False
4567,False,False
4568,False,False
4569,False,False
4570,False,False
4571,False,False
4572,False,False
4573,False,False
4574,False,False
4575,False,False
4576,False,False
4577,False,False
4578,False,False
4579,False,False
4580,False,False
4581,False,False
4582,False,False
4583,False,False
4584,False,False
4585,False,False
4586,False,False
4587,False,False
4588,False,False
4589,False,False
4590,False,False
4591,False,False
4592,False,False
4593,False,False
4594,False,False
4595,False,False
4596,False,False
4597,False,False
4598,False,False
4599,False,False
4600,False,False
4601,False,False
4602,False,False
4603,False,False
4604,False,False
4605,False,False
4606,False,False
4607,False,False
4608,False,False
4609,False,False
4610,False,False
4611,False,False
4612,False,False
4613,False,False
4614,False,False
4615,False,False
4616,False,False
4617,False,False
4618,False,False
4619,False,False
4620,False,False
4621,False,False
4622,False,False
4623,False,False
4624,False,False
4625,False,False
4626,False,False
4627,False,False
4628,False,False
4629,False,False
4630,False,False
4631,False,False
4632,False,False
4633,False,False
4634,False,False
4635,False,False
4636,False,False
4637,False,False
4638,False,False
4639,False,False
4640,False,False
4641,False,False
4642,False,False
4643,False,False
4644,False,False
4645,False,False
4646,False,False
4647,False,False
4648,False,False
4649,False,False
4650,False,False
4651,False,False
4652,False,False
4653,False,False
4654,False,False
4655,False,False
4656,False,False
4657,False,False
4658,False,False
4659,False,False
4660,False,False
4661,False,False
4662,False,False
4663,False,False
4664,False,False
4665,False,False
4666,False,False
4667,False,False
4668,False,False
4669,False,False
4670,False,False
4671,False,False
4672,False,False
4673,False,False
4674,False,False
4675,False,False
4676,False,False
4677,False,False
4678,False,False
4679,False,False
4680,False,False
4681,False,False
4682,False,False
4683,False,False
4684,False,False
4685,False,False
4686,False,False
4687,False,False
4688,False,False
4689,False,False
4690,False,False
4691,False,False
4692,False,False
4693,False,False
4694,False,False
4695,False,False
4696,False,False
4697,False,False
4698,False,False
4699,False,False
4700,False,False
4701,False,False
4702,False,False
4703,False,False
4704,False,False
4705,False,False
4706,False,False
4707,False,False
4708,False,False
4709,False,False
4710,False,False
4711,False,False
4712,False,False
4713,False,False
4714,False,False
4715,False,False
4716,False,False
4717,False,False
4718,False,False
4719,False,False
4720,False,False
4721,False,False
4722,False,False
4723,False,False
4724,False,False
4725,False,False
4726,False,False
4727,False,False
4728,False,False
4729,False,False
4730,False,False
4731,False,False
4732,False,False
4733,False,False
4734,False,False
4735,False,False
4736,False,False
4737,False,False
4738,False,False
4739,False,False
4740,False,False
4741,False,False
4742,False,False
4743,False,False
4744,False,False
4745,False,False
4746,False,False
4747,False,False
4748,False,False
4749,False,False
4750,False,False
4751,False,False
4752,False,False
4753,False,False
4754,False,False
4755,False,False
4756,False,False
4757,False,False
4758,False,False
4759,False,False
4760,False,False
4761,False,False
4762,False,False
4763,False,False
4764,False,False
4765,False,False
4766,False,False
4767,False,False
4768,False,False
4769,False,False
4770,False,False
4771,False,False
4772,False,False
4773,False,False
4774,False,False
4775,False,False
4776,False,False
4777,False,False
4778,False,False
4779,False,False
4780,False,False
4781,False,False
4782,False,False
4783,False,False
4784,False,False
4785,False,False
4786,False,False
4787,False,False
4788,False,False
4789,False,False
4790,False,False
4791,False,False
4792,False,False
4793,False,False
4794,False,False
4795,False,False
4796,False,False
4797,False,False
4798,False,False
4799,False,False
4800,False,False
4801,False,False
4802,False,False
4803,False,False
4804,False,False
4805,False,False
4806,False,False
4807,False,False
4808,False,False
4809,False,False
4810,False,False
4811,False,False
4812,False,False
4813,False,False
4814,False,False
4815,False,False
4816,False,False
4817,False,False
4818,False,False
4819,False,False
4820,False,False
4821,False,False
4822,False,False
4823,False,False
4824,False,False
4825,False,False
4826,False,False
4827,False,False
4828,False,False
4829,False,False
4830,False,False
4831,False,False
4832,False,False
4833,False,False
4834,False,False
4835,False,False
4836,False,False
4837,False,False
4838,False,False
4839,False,False
4840,False,False
4841,False,False
4842,False,False
4843,False,False
4844,False,False
4845,False,False
4846,False,False
4847,False,False
4848,False,False
4849,False,False
4850,False,False
4851,False,False
4852,False,False
4853,False,False
4854,False,False
4855,False,False
4856,False,False
4857,False,False
4858,False,False
4859,False,False
4860,False,False
4861,False,False
4862,False,False
4863,False,False
4864,False,False
4865,False,False
4866,False,False
4867,False,False
4868,False,False
4869,False,False
4870,False,False
4871,False,False
4872,False,False
4873,False,False
4874,False,False
4875,False,False
4876,False,False
4877,False,False
4878,False,False
4879,False,False
4880,False,False
4881,False,False
4882,False,False
4883,False,False
4884,False,False
4885,False,False
4886,False,False
4887,False,False
4888,False,False
4889,False,False
4890,False,False
4891,False,False
4892,False,False
4893,False,False
4894,False,False
4895,False,False
4896,False,False
4897,False,False
4898,False,False
4899,False,False
4900,False,False
4901,False,False
4902,False,False
4903,False,False
4904,False,False
4905,False,False
4906,False,False
4907,False,False
4908,False,False
4909,False,False
4910,False,False
4911,False,False
4912,False,False
4913,False,False
4914,False,False
4915,False,False
4916,False,False
4917,False,False
4918,False,False
4919,False,False
4920,False,False
4921,False,False
4922,False,False
4923,False,False
4924,False,False
4925,False,False
4926,False,False
4927,False,False
4928,False,False
4929,False,False
4930,False,False
4931,False,False
4932,False,False
4933,False,False
4934,False,False
4935,False,False
4936,False,False
4937,False,False
4938,False,False
4939,False,False
4940,False,False
4941,False,False
4942,False,False
4943,False,False
4944,False,False
4945,False,False
4946,False,False
4947,False,False
4948,False,False
4949,False,False
4950,False,False
4951,False,False
4952,False,False
4953,False,False
4954,False,False
4955,False,False
4956,False,False
4957,False,False
4958,False,False
4959,False,False
4960,False,False
4961,False,False
4962,False,False
4963,False,False
4964,False,False
4965,False,False
4966,False,False
4967,False,False
4968,False,False
4969,False,False
4970,False,False
4971,False,False
4972,False,False
4973,False,False
4974,False,False
4975,False,False
4976,False,False
4977,False,False
4978,False,False
4979,False,False
4980,False,False
4981,False,False
4982,False,False
4983,False,False
4984,False,False
4985,False,False
4986,False,False
4987,False,False
4988,False,False
4989,False,False
4990,False,False
4991,False,False
4992,False,False
4993,False,False
4994,False,False
4995,False,False
4996,False,False
4997,False,False
4998,False,False
4999,False,False
5000,False,False
5001,False,False
5002,False,False
5003,False,False
5004,False,False
5005,False,False
5006,False,False
5007,False,False
5008,False,False
5009,False,False
5010,False,False
5011,False,False
5012,False,False
5013,False,False
5014,False,False
5015,False,False
5016,False,False
5017,False,False
5018,False,False
5019,False,False
5020,False,False
5021,False,False
5022,False,False
5023,False,False
5024,False,False
5025,False,False
5026,False,False
5027,False,False
5028,False,False
5029,False,False
5030,False,False
5031,False,False
5032,False,False
5033,False,False
5034,False,False
5035,False,False
5036,False,False
5037,False,False
5038,False,False
5039,False,False
5040,False,False
5041,False,False
5042,False,False
5043,False,False
5044,False,False
5045,False,False
5046,False,False
5047,False,False
5048,False,False
5049,False,False
5050,False,False
5051,False,False
5052,False,False
5053,False,False
5054,False,False
5055,False,False
5056,False,False
5057,False,False
5058,False,False
5059,False,False
5060,False,False
5061,False,False
5062,False,False
5063,False,False
5064,False,False
5065,False,False
5066,False,False
5067,False,False
5068,False,False
5069,False,False
5070,False,False
5071,False,False
5072,False,False
5073,False,False
5074,False,False
5075,False,False
5076,False,False
5077,False,False
5078,False,False
5079,False,False
5080,False,False
5081,False,False
5082,False,False
5083,False,False
5084,False,False
5085,False,False
5086,False,False
5087,False,False
5088,False,False
5089,False,False
5090,False,False
5091,False,False
5092,False,False
5093,False,False
5094,False,False
5095,False,False
5096,False,False
5097,False,False
5098,False,False
5099,False,False
5100,False,False
5101,False,False
5102,False,False
5103,False,False
5104,False,False
5105,False,False
5106,False,False
5107,False,False
5108,False,False
5109,False,False
5110,False,False
5111,False,False
5112,False,False
5113,False,False
5114,False,False
5115,False,False
5116,False,False
5117,False,False
5118,False,False
5119,False,False
5120,False,False
5121,False,False
5122,False,False
5123,False,False
5124,False,False
5125,False,False
5126,False,False
5127,False,False
5128,False,False
5129,False,False
5130,False,False
5131,False,False
5132,False,False
5133,False,False
5134,False,False
5135,False,False
5136,False,False
5137,False,False
5138,False,False
5139,False,False
5140,False,False
5141,False,False
5142,False,False
5143,False,False
5144,False,False
5145,False,False
5146,False,False
5147,False,False
5148,False,False
5149,False,False
5150,False,False
5151,False,False
5152,False,False
5153,False,False
5154,False,False
5155,False,False
5156,False,False
5157,False,False
5158,False,False
5159,False,False
5160,False,False
5161,False,False
5162,False,False
5163,False,False
5164,False,False
5165,False,False
5166,False,False
5167,False,False
5168,False,False
5169,False,False
5170,False,False
5171,False,False
5172,False,False
5173,False,False
5174,False,False
5175,False,False
5176,False,False
5177,False,False
5178,False,False
5179,False,False
5180,False,False
5181,False,False
5182,False,False
5183,False,False
5184,False,False
5185,False,False
5186,False,False
5187,False,False
5188,False,False
5189,False,False
5190,False,False
5191,False,False
5192,False,False
5193,False,False
5194,False,False
5195,False,False
5196,False,False
5197,False,False
5198,False,False
5199,False,False
5200,False,False
5201,False,False
5202,False,False
5203,False,False
5204,False,False
5205,False,False
5206,False,False
5207,False,False
5208,False,False
5209,False,False
5210,False,False
5211,False,False
5212,False,False
5213,False,False
5214,False,False
5215,False,False
5216,False,False
5217,False,False
5218,False,False
5219,False,False
5220,False,False
5221,False,False
5222,False,False
5223,False,False
5224,False,False
5225,False,False
5226,False,False
5227,False,False
5228,False,False
5229,False,False
5230,False,False
5231,False,False
5232,False,False
5233,False,False
5234,False,False
5235,False,False
5236,False,False
5237,False,False
5238,False,False
5239,False,False
5240,False,False
5241,False,False
5242,False,False
5243,False,False
5244,True,False
5245,False,False
5246,False,False
5247,False,False
5248,False,False
5249,False,False
5250,False,False
5251,False,False
5252,False,False
5253,False,False
5254,False,False
5255,False,False
5256,False,False
5257,False,False
5258,False,False
5259,False,False
5260,False,False
5261,False,False
5262,False,False
5263,False,False
5264,False,False
5265,False,False
5266,False,False
5267,False,False
5268,False,False
5269,False,False
5270,False,False
5271,False,False
5272,False,False
5273,False,False
5274,False,False
5275,False,False
5276,False,False
5277,False,False
5278,False,False
5279,False,False
5280,False,False
5281,False,False
5282,False,False
5283,False,False
5284,False,False
5285,False,False
5286,False,False
5287,False,False
5288,False,False
5289,False,False
5290,False,False
5291,False,False
5292,False,False
5293,False,False
5294,False,False
5295,False,False
5296,False,False
5297,False,False
5298,False,False
5299,False,False
5300,False,False
5301,False,False
5302,False,False
5303,False,False
5304,False,False
5305,False,False
5306,False,False
5307,False,False
5308,False,False
5309,False,False
5310,False,False
5311,False,False
5312,False,False
5313,False,False
5314,False,False
5315,False,False
5316,False,False
5317,False,False
5318,False,False
5319,False,False
5320,False,False
5321,False,False
5322,False,False
5323,False,False
5324,False,False
5325,False,False
5326,False,False
5327,False,False
5328,False,False
5329,False,False
5330,False,False
5331,False,False
5332,False,False
5333,False,False
5334,False,False
5335,False,False
5336,False,False
5337,False,False
5338,False,False
5339,False,False
5340,False,False
5341,False,False
5342,False,False
5343,False,False
5344,False,False
5345,False,False
5346,False,False
5347,False,False
5348,False,False
5349,False,False
5350,False,False
5351,False,False
5352,False,False
5353,False,False
5354,False,False
5355,False,False
5356,False,False
5357,False,False
5358,False,False
5359,False,False
5360,False,False
5361,False,False
5362,True,False
5363,False,False
5364,False,False
5365,False,False
5366,False,False
5367,False,False
5368,False,False
5369,False,False
5370,False,False
5371,False,False
5372,False,False
5373,False,False
5374,False,False
5375,False,False
5376,False,False
5377,False,False
5378,False,False
5379,False,False
5380,False,False
5381,False,False
5382,False,False
5383,False,False
5384,False,False
5385,False,False
5386,False,False
5387,False,False
5388,False,False
5389,False,False
5390,False,False
5391,False,False
5392,False,False
5393,False,False
5394,False,False
5395,False,False
5396,False,False
5397,False,False
5398,True,False
5399,False,False
5400,False,False
5401,False,False
5402,False,False
5403,False,False
5404,False,False
5405,False,False
5406,False,False
5407,False,False
5408,False,False
5409,False,False
5410,False,False
5411,False,False
5412,False,False
5413,False,False
5414,False,False
5415,False,False
5416,False,False
5417,False,False
5418,False,False
5419,False,False
5420,False,False
5421,False,False
5422,False,False
5423,False,False
5424,False,False
5425,False,False
5426,False,False
5427,False,False
5428,False,False
5429,False,False
5430,False,False
5431,False,False
5432,False,False
5433,False,False
5434,False,False
5435,False,False
5436,False,False
5437,False,False
5438,False,False
5439,False,False
5440,False,False
5441,False,False
5442,False,False
5443,False,False
5444,False,False
5445,False,False
5446,True,False
5447,False,False
5448,False,False
5449,False,False
5450,False,False
5451,False,False
5452,False,False
5453,False,False
5454,False,False
5455,False,False
5456,False,False
5457,False,False
5458,False,False
5459,False,False
5460,False,False
5461,False,False
5462,True,False
5463,False,False
5464,False,False
5465,False,False
5466,False,False
5467,False,False
5468,False,False
5469,False,False
5470,False,False
5471,False,False
5472,False,False
5473,False,False
5474,False,False
5475,False,False
5476,False,False
5477,False,False
5478,False,False
5479,False,False
5480,False,False
5481,False,False
5482,False,False
5483,False,False
5484,False,False
5485,False,False
5486,False,False
5487,False,False
5488,False,False
5489,False,False
5490,False,False
5491,False,False
5492,False,False
5493,False,False
5494,False,False
5495,False,False
5496,False,False
5497,False,False
5498,False,False
5499,False,False
5500,False,False
5501,False,False
5502,False,False
5503,False,False
5504,False,False
5505,False,False
5506,False,False
5507,False,False
5508,False,False
5509,False,False
5510,False,False
5511,False,False
5512,False,False
5513,False,False
5514,False,False
5515,False,False
5516,False,False
5517,False,False
5518,False,False
5519,False,False
5520,False,False
5521,False,False
5522,False,False
5523,False,False
5524,False,False
5525,False,False
5526,False,False
5527,False,False
5528,False,False
5529,False,False
5530,False,False
5531,False,False
5532,False,False
5533,False,False
5534,False,False
5535,False,False
5536,False,False
5537,False,False
5538,False,False
5539,False,False
5540,False,False
5541,False,False
5542,False,False
5543,False,False
5544,False,False
5545,False,False
5546,False,False
5547,False,False
5548,False,False
5549,False,False
5550,False,False
5551,False,False
5552,False,False
5553,False,False
5554,False,False
5555,False,False
5556,False,False
5557,False,False
5558,False,False
5559,False,False
5560,False,False
5561,False,False
5562,False,False
5563,False,False
5564,False,False
5565,False,False
5566,False,False
5567,False,False
5568,False,False
5569,False,False
5570,False,False
5571,False,False
5572,False,False
5573,False,False
5574,False,False
5575,False,False
5576,False,False
5577,False,False
5578,False,False
5579,False,False
5580,False,False
5581,False,False
5582,False,False
5583,False,False
5584,False,False
5585,False,False
5586,False,False
5587,False,False
5588,False,False
5589,False,False
5590,False,False
5591,False,False
5592,False,False
5593,False,False
5594,False,False
5595,False,False
5596,False,False
5597,False,False
5598,False,False
5599,False,False
5600,False,False
5601,False,False
5602,False,False
5603,False,False
5604,False,False
5605,False,False
5606,False,False
5607,False,False
5608,False,False
5609,False,False
5610,False,False
5611,False,False
5612,False,False
5613,False,False
5614,False,False
5615,False,False
5616,False,False
5617,False,False
5618,False,False
5619,False,False
5620,False,False
5621,False,False
5622,False,False
5623,False,False
5624,False,False
5625,False,False
5626,False,False
5627,False,False
5628,False,False
5629,False,False
5630,False,False
5631,False,False
5632,False,False
5633,False,False
5634,False,False
5635,False,False
5636,False,False
5637,False,False
5638,False,False
5639,False,False
5640,False,False
5641,False,False
5642,False,False
5643,False,False
5644,False,False
5645,False,False
5646,False,False
5647,False,False
5648,False,False
5649,False,False
5650,False,False
5651,False,False
5652,False,False
5653,False,False
5654,False,False
5655,False,False
5656,False,False
5657,False,False
5658,False,False
5659,False,False
5660,False,False
5661,False,False
5662,False,False
5663,False,False
5664,False,False
5665,False,False
5666,False,False
5667,False,False
5668,False,False
5669,False,False
5670,False,False
5671,False,False
5672,False,False
5673,False,False
5674,False,False
5675,False,False
5676,False,False
5677,False,False
5678,False,False
5679,False,False
5680,False,False
5681,False,False
5682,False,False
5683,False,False
5684,False,False
5685,False,False
5686,False,False
5687,False,False
5688,False,False
5689,False,False
5690,False,False
5691,False,False
5692,False,False
5693,False,False
5694,False,False
5695,False,False
5696,False,False
5697,False,False
5698,False,False
5699,False,False
5700,False,False
5701,False,False
5702,False,False
5703,False,False
5704,False,False
5705,False,False
5706,False,False
5707,False,False
5708,False,False
5709,False,False
5710,False,False
5711,False,False
5712,False,False
5713,False,False
5714,False,False
5715,False,False
5716,False,False
5717,False,False
5718,False,False
5719,False,False
5720,False,False
5721,False,False
5722,False,False
5723,False,False
5724,False,False
5725,False,False
5726,False,False
5727,False,False
5728,False,False
5729,False,False
5730,False,False
5731,False,False
5732,False,False
5733,False,False
5734,False,False
5735,False,False
5736,False,False
5737,False,False
5738,False,False
5739,False,False
5740,False,False
5741,False,False
5742,False,False
5743,False,False
5744,False,False
5745,False,False
5746,False,False
5747,True,False
5748,False,False
5749,False,False
5750,False,False
5751,False,False
5752,False,False
5753,False,False
5754,False,False
5755,False,False
5756,False,False
5757,False,False
5758,False,False
5759,False,False
5760,False,False
5761,False,False
5762,False,False
5763,False,False
5764,False,False
5765,False,False
5766,False,False
5767,False,False
5768,False,False
5769,False,False
5770,False,False
5771,False,False
5772,False,False
5773,False,False
5774,False,False
5775,False,False
5776,False,False
5777,False,False
5778,False,False
5779,False,False
5780,False,False
5781,False,False
5782,False,False
5783,False,False
5784,False,False
5785,False,False
5786,False,False
5787,False,False
5788,False,False
5789,False,False
5790,False,False
5791,False,False
5792,False,False
5793,False,False
5794,False,False
5795,False,False
5796,False,False
5797,False,False
5798,False,False
5799,False,False
5800,False,False
5801,False,False
5802,False,False
5803,False,False
5804,False,False
5805,False,False
5806,False,False
5807,False,False
5808,True,False
5809,False,False
5810,False,False
5811,False,False
5812,False,False
5813,False,False
5814,False,False
5815,False,False
5816,False,False
5817,False,False
5818,False,False
5819,False,False
5820,False,False
5821,False,False
5822,False,False
5823,False,False
5824,False,False
5825,False,False
5826,False,False
5827,False,False
5828,False,False
5829,False,False
5830,False,False
5831,False,False
5832,False,False
5833,False,False
5834,False,False
5835,False,False
5836,False,False
5837,False,False
5838,False,False
5839,False,False
5840,False,False
5841,False,False
5842,False,False
5843,False,False
5844,False,False
5845,False,False
5846,False,False
5847,False,False
5848,False,False
5849,False,False
5850,False,False
5851,False,False
5852,False,False
5853,False,False
5854,False,False
5855,False,False
5856,False,False
5857,False,False
5858,False,False
5859,False,False
5860,False,False
5861,False,False
5862,False,False
5863,False,False
5864,False,False
5865,False,False
5866,False,False
5867,False,False
5868,False,False
5869,False,False
5870,False,False
5871,False,False
5872,False,False
5873,False,False
5874,False,False
5875,False,False
5876,False,False
5877,False,False
5878,False,False
5879,False,False
5880,False,False
5881,False,False
5882,False,False
5883,False,False
5884,False,False
5885,False,False
5886,False,False
5887,False,False
5888,False,False
5889,False,False
5890,False,False
5891,False,False
5892,False,False
5893,False,False
5894,False,False
5895,False,False
5896,False,False
5897,False,False
5898,False,False
5899,False,False
5900,False,False
5901,False,False
5902,False,False
5903,False,False
5904,False,False
5905,False,False
5906,False,False
5907,False,False
5908,False,False
5909,False,False
5910,False,False
5911,False,False
5912,False,False
5913,False,False
5914,False,False
5915,False,False
5916,False,False
5917,False,False
5918,False,False
5919,False,False
5920,False,False
5921,False,False
5922,False,False
5923,False,False
5924,False,False
5925,False,False
5926,False,False
5927,False,False
5928,False,False
5929,False,False
5930,False,False
5931,False,False
5932,False,False
5933,False,False
5934,False,False
5935,False,False
5936,False,False
5937,False,False
5938,False,False
5939,False,False
5940,False,False
5941,False,False
5942,False,False
5943,False,False
5944,False,False
5945,False,False
5946,False,False
5947,False,False
5948,True,False
5949,False,False
5950,False,False
5951,False,False
5952,False,False
5953,False,False
5954,False,False
5955,False,False
5956,False,False
5957,False,False
5958,False,False
5959,False,False
5960,False,False
5961,False,False
5962,False,False
5963,False,False
5964,False,False
5965,False,False
5966,False,False
5967,False,False
5968,False,False
5969,False,False
5970,False,False
5971,False,False
5972,False,False
5973,False,False
5974,False,False
5975,False,False
5976,False,False
5977,False,False
